city,date,rate
Ahmedabad,2021-03-15,88.29
Ahmedabad,2021-03-15,88.29
Ahmedabad,2021-03-16,88.29
Ahmedabad,2021-03-16,88.29
Ahmedabad,2021-03-17,88.29
Ahmedabad,2021-03-17,88.29
Ahmedabad,2021-03-18,88.29
Ahmedabad,2021-03-18,88.29
Ahmedabad,2021-03-19,88.29
Ahmedabad,2021-03-19,88.29
Ahmedabad,2021-03-20,88.29
Ahmedabad,2021-03-20,88.29
Ahmedabad,2021-03-21,88.29
Ahmedabad,2021-03-21,88.29
Ahmedabad,2021-03-22,88.29
Ahmedabad,2021-03-22,88.29
Ahmedabad,2021-03-23,88.29
Ahmedabad,2021-03-23,88.29
Ahmedabad,2021-03-24,88.12
Ahmedabad,2021-03-25,87.92
Ahmedabad,2021-03-26,87.92
Ahmedabad,2021-03-27,87.92
Ahmedabad,2021-03-28,87.92
Ahmedabad,2021-03-29,87.92
Ahmedabad,2021-03-30,87.7
Ahmedabad,2021-03-31,87.7
Ahmedabad,2021-04-01,87.7
